"scheme","Counts","samp.encoding","probs","k","di","choices"
"NNB","1,3,0,0,3","ABBBEEE",8.5637184769544e-07,7,1000,140
"NNB","1,2,4,0,0","ABBCCCC",4.33538247895813e-05,7,2500,105
"NNB","1,2,3,1,0","ABBCCCD",3.46830598316651e-05,7,3000,420
"NNB","1,2,3,0,1","ABBCCCE",1.44512749298604e-05,7,2500,420
"NNB","1,2,2,2,0","ABBCCDD",2.7746447865332e-05,7,3600,630
"NNB","1,2,2,1,1","ABBCCDE",1.15610199438883e-05,7,3000,1260
"NNB","1,2,2,0,2","ABBCCEE",4.81709164328683e-06,7,2500,630
"NNB","1,2,1,3,0","ABBCDDD",2.21971582922658e-05,7,4320,420
"NNB","1,2,1,2,1","ABBCDDE",9.24881595511073e-06,7,3600,1260
"NNB","1,2,1,1,2","ABBCDEE",3.85367331462947e-06,7,3000,1260
"NNB","1,2,1,0,3","ABBCEEE",1.60569721442893e-06,7,2500,420
"NNB","1,2,0,4,0","ABBDDDD",1.77577266338126e-05,7,5184,105
"NNB","1,2,0,3,1","ABBDDDE",7.39905276408859e-06,7,4320,420
"NNB","1,2,0,2,2","ABBDDEE",3.08293865170358e-06,7,3600,630
"NNB","1,2,0,1,3","ABBDEEE",1.28455777154316e-06,7,3000,420
"NNB","1,2,0,0,4","ABBEEEE",5.35232404809649e-07,7,2500,105
"NNB","1,1,5,0,0","ABCCCCC",8.12884214804657e-05,7,6250,42
"NNB","1,1,4,1,0","ABCCCCD",6.50307371843725e-05,7,7500,210
"NNB","1,1,4,0,1","ABCCCCE",2.70961404934886e-05,7,6250,210
"NNB","1,1,3,2,0","ABCCCDD",5.20245897474979e-05,7,9000,420
"NNB","1,1,3,1,1","ABCCCDE",2.16769123947908e-05,7,7500,840
"NNB","1,1,3,0,2","ABCCCEE",9.03204683116284e-06,7,6250,420
"NNB","1,1,2,3,0","ABCCDDD",4.16196717979984e-05,7,10800,420
"NNB","1,1,2,2,1","ABCCDDE",1.73415299158327e-05,7,9000,1260
"NNB","1,1,2,1,2","ABCCDEE",7.22563746493028e-06,7,7500,1260
"NNB","1,1,2,0,3","ABCCEEE",3.01068227705429e-06,7,6250,420
"NNB","1,1,1,4,0","ABCDDDD",3.32957374383987e-05,7,12960,210
"NNB","1,1,1,3,1","ABCDDDE",1.38732239326661e-05,7,10800,840
"NNB","1,1,1,2,2","ABCDDEE",5.7805099719442e-06,7,9000,1260
"NNB","1,1,1,1,3","ABCDEEE",2.40854582164342e-06,7,7500,840
"NNB","1,1,1,0,4","ABCEEEE",1.00356075901809e-06,7,6250,210
"NNB","1,1,0,5,0","ABDDDDD",2.66365899507189e-05,7,15552,42
"NNB","1,1,0,4,1","ABDDDDE",1.10985791461329e-05,7,12960,210
"NNB","1,1,0,3,2","ABDDDEE",4.62440797755536e-06,7,10800,420
"NNB","1,1,0,2,3","ABDDEEE",1.92683665731473e-06,7,9000,420
"NNB","1,1,0,1,4","ABDEEEE",8.02848607214473e-07,7,7500,210
"NNB","1,1,0,0,5","ABEEEEE",3.34520253006032e-07,7,6250,42
"NNB","1,0,6,0,0","ACCCCCC",0.000152415790275872,7,15625,7
"NNB","1,0,5,1,0","ACCCCCD",0.000121932632220698,7,18750,42
"NNB","1,0,5,0,1","ACCCCCE",5.08052634252908e-05,7,15625,42
"NNB","1,0,4,2,0","ACCCCDD",9.75461057765581e-05,7,22500,105
"NNB","1,0,4,1,1","ACCCCDE",4.06442107402326e-05,7,18750,210
"NNB","1,0,4,0,2","ACCCCEE",1.69350878084302e-05,7,15625,105
"NNB","1,0,3,3,0","ACCCDDD",7.80368846212467e-05,7,27000,140
"NNB","1,0,3,2,1","ACCCDDE",3.25153685921861e-05,7,22500,420
"NNB","1,0,3,1,2","ACCCDEE",1.35480702467442e-05,7,18750,420
"NNB","1,0,3,0,3","ACCCEEE",5.64502926947677e-06,7,15625,140
"NNB","1,0,2,4,0","ACCDDDD",6.24295076969976e-05,7,32400,105
"NNB","1,0,2,3,1","ACCDDDE",2.6012294873749e-05,7,27000,420
"NNB","1,0,2,2,2","ACCDDEE",1.08384561973954e-05,7,22500,630
"NNB","1,0,2,1,3","ACCDEEE",4.51602341558142e-06,7,18750,420
"NNB","1,0,2,0,4","ACCEEEE",1.88167642315891e-06,7,15625,105
"NNB","1,0,1,5,0","ACDDDDD",4.99436061575979e-05,7,38880,42
"NNB","1,0,1,4,1","ACDDDDE",2.08098358989991e-05,7,32400,210
"NNB","1,0,1,3,2","ACDDDEE",8.67076495791629e-06,7,27000,420
"NNB","1,0,1,2,3","ACDDEEE",3.61281873246511e-06,7,22500,420
"NNB","1,0,1,1,4","ACDEEEE",1.50534113852713e-06,7,18750,210
"NNB","1,0,1,0,5","ACEEEEE",6.27225474386308e-07,7,15625,42
"NNB","1,0,0,6,0","ADDDDDD",3.99548849260784e-05,7,46656,7
"NNB","1,0,0,5,1","ADDDDDE",1.66478687191993e-05,7,38880,42
"NNB","1,0,0,4,2","ADDDDEE",6.93661196633303e-06,7,32400,105
"NNB","1,0,0,3,3","ADDDEEE",2.8902549859721e-06,7,27000,140
"NNB","1,0,0,2,4","ADDEEEE",1.20427291082171e-06,7,22500,105
"NNB","1,0,0,1,5","ADEEEEE",5.01780379509046e-07,7,18750,42
"NNB","1,0,0,0,6","AEEEEEE",2.09075158128769e-07,7,15625,7
"NNB","0,7,0,0,0","BBBBBBB",5.61231854105682e-06,7,128,1
"NNB","0,6,1,0,0","BBBBBBC",1.05230972644815e-05,7,320,7
"NNB","0,6,0,1,0","BBBBBBD",8.41847781158523e-06,7,384,7
"NNB","0,6,0,0,1","BBBBBBE",3.50769908816051e-06,7,320,7
"NNB","0,5,2,0,0","BBBBBCC",1.97308073709029e-05,7,800,21
"NNB","0,5,1,1,0","BBBBBCD",1.57846458967223e-05,7,960,42
"NNB","0,5,1,0,1","BBBBBCE",6.57693579030097e-06,7,800,42
"NNB","0,5,0,2,0","BBBBBDD",1.26277167173778e-05,7,1152,21
"NNB","0,5,0,1,1","BBBBBDE",5.26154863224077e-06,7,960,42
"NNB","0,5,0,0,2","BBBBBEE",2.19231193010032e-06,7,800,21
"NNB","0,4,3,0,0","BBBBCCC",3.6995263820443e-05,7,2000,35
"NNB","0,4,2,1,0","BBBBCCD",2.95962110563544e-05,7,2400,105
"NNB","0,4,2,0,1","BBBBCCE",1.23317546068143e-05,7,2000,105
"NNB","0,4,1,2,0","BBBBCDD",2.36769688450834e-05,7,2880,105
"NNB","0,4,1,1,1","BBBBCDE",9.86540368545143e-06,7,2400,210
"NNB","0,4,1,0,2","BBBBCEE",4.1105848689381e-06,7,2000,105
"NNB","0,4,0,3,0","BBBBDDD",1.89415750760668e-05,7,3456,35
"NNB","0,4,0,2,1","BBBBDDE",7.89232294836116e-06,7,2880,105
"NNB","0,4,0,1,2","BBBBDEE",3.28846789515048e-06,7,2400,105
"NNB","0,4,0,0,3","BBBBEEE",1.3701949563127e-06,7,2000,35
"NNB","0,3,4,0,0","BBBCCCC",6.93661196633303e-05,7,5000,35
"NNB","0,3,3,1,0","BBBCCCD",5.54928957306643e-05,7,6000,140
"NNB","0,3,3,0,1","BBBCCCE",2.31220398877768e-05,7,5000,140
"NNB","0,3,2,2,0","BBBCCDD",4.43943165845315e-05,7,7200,210
"NNB","0,3,2,1,1","BBBCCDE",1.84976319102214e-05,7,6000,420
"NNB","0,3,2,0,2","BBBCCEE",7.70734662925892e-06,7,5000,210
"NNB","0,3,1,3,0","BBBCDDD",3.55154532676251e-05,7,8640,140
"NNB","0,3,1,2,1","BBBCDDE",1.47981055281771e-05,7,7200,420
"NNB","0,3,1,1,2","BBBCDEE",6.16587730340714e-06,7,6000,420
"NNB","0,3,1,0,3","BBBCEEE",2.56911554308631e-06,7,5000,140
"NNB","0,3,0,4,0","BBBDDDD",2.84123626141003e-05,7,10368,35
"NNB","0,3,0,3,1","BBBDDDE",1.18384844225418e-05,7,8640,140
"NNB","0,3,0,2,2","BBBDDEE",4.93270184272573e-06,7,7200,210
"NNB","0,3,0,1,3","BBBDEEE",2.05529243446904e-06,7,6000,140
"NNB","0,3,0,0,4","BBBEEEE",8.56371847695436e-07,7,5000,35
"NNB","0,2,5,0,0","BBCCCCC",0.000130061474368744,7,12500,21
"NNB","0,2,4,1,0","BBCCCCD",0.000104049179494995,7,15000,105
"NNB","0,2,4,0,1","BBCCCCE",4.33538247895814e-05,7,12500,105
"NNB","0,2,3,2,0","BBCCCDD",8.32393435959965e-05,7,18000,210
"NNB","0,2,3,1,1","BBCCCDE",3.46830598316652e-05,7,15000,420
"NNB","0,2,3,0,2","BBCCCEE",1.44512749298604e-05,7,12500,210
"NNB","0,2,2,3,0","BBCCDDD",6.65914748767971e-05,7,21600,210
"NNB","0,2,2,2,1","BBCCDDE",2.77464478653321e-05,7,18000,630
"NNB","0,2,2,1,2","BBCCDEE",1.15610199438884e-05,7,15000,630
"NNB","0,2,2,0,3","BBCCEEE",4.81709164328683e-06,7,12500,210
"NNB","0,2,1,4,0","BBCDDDD",5.32731799014379e-05,7,25920,105
"NNB","0,2,1,3,1","BBCDDDE",2.21971582922658e-05,7,21600,420
"NNB","0,2,1,2,2","BBCDDEE",9.24881595511072e-06,7,18000,630
"NNB","0,2,1,1,3","BBCDEEE",3.85367331462947e-06,7,15000,420
"NNB","0,2,1,0,4","BBCEEEE",1.60569721442893e-06,7,12500,105
"NNB","0,2,0,5,0","BBDDDDD",4.26185439211501e-05,7,31104,21
"NNB","0,2,0,4,1","BBDDDDE",1.77577266338126e-05,7,25920,105
"NNB","0,2,0,3,2","BBDDDEE",7.39905276408857e-06,7,21600,210
"NNB","0,2,0,2,3","BBDDEEE",3.08293865170357e-06,7,18000,210
"NNB","0,2,0,1,4","BBDEEEE",1.28455777154316e-06,7,15000,105
"NNB","0,2,0,0,5","BBEEEEE",5.35232404809648e-07,7,12500,21
"NNB","0,1,6,0,0","BCCCCCC",0.000243865264441397,7,31250,7
"NNB","0,1,5,1,0","BCCCCCD",0.000195092211553117,7,37500,42
"NNB","0,1,5,0,1","BCCCCCE",8.12884214804656e-05,7,31250,42
"NNB","0,1,4,2,0","BCCCCDD",0.000156073769242494,7,45000,105
"NNB","0,1,4,1,1","BCCCCDE",6.50307371843724e-05,7,37500,210
"NNB","0,1,4,0,2","BCCCCEE",2.70961404934886e-05,7,31250,105
"NNB","0,1,3,3,0","BCCCDDD",0.000124859015393995,7,54000,140
"NNB","0,1,3,2,1","BCCCDDE",5.20245897474978e-05,7,45000,420
"NNB","0,1,3,1,2","BCCCDEE",2.16769123947908e-05,7,37500,420
"NNB","0,1,3,0,3","BCCCEEE",9.03204683116282e-06,7,31250,140
"NNB","0,1,2,4,0","BCCDDDD",9.98872123151957e-05,7,64800,105
"NNB","0,1,2,3,1","BCCDDDE",4.16196717979982e-05,7,54000,420
"NNB","0,1,2,2,2","BCCDDEE",1.73415299158326e-05,7,45000,630
"NNB","0,1,2,1,3","BCCDEEE",7.22563746493025e-06,7,37500,420
"NNB","0,1,2,0,4","BCCEEEE",3.01068227705429e-06,7,31250,105
"NNB","0,1,1,5,0","BCDDDDD",7.99097698521565e-05,7,77760,42
"NNB","0,1,1,4,1","BCDDDDE",3.32957374383986e-05,7,64800,210
"NNB","0,1,1,3,2","BCDDDEE",1.3873223932666e-05,7,54000,420
"NNB","0,1,1,2,3","BCDDEEE",5.78050997194421e-06,7,45000,420
"NNB","0,1,1,1,4","BCDEEEE",2.40854582164342e-06,7,37500,210
"NNB","0,1,1,0,5","BCEEEEE",1.00356075901809e-06,7,31250,42
"NNB","0,1,0,6,0","BDDDDDD",6.39278158817256e-05,7,93312,7
"NNB","0,1,0,5,1","BDDDDDE",2.6636589950719e-05,7,77760,42
"NNB","0,1,0,4,2","BDDDDEE",1.10985791461329e-05,7,64800,105
"NNB","0,1,0,3,3","BDDDEEE",4.62440797755539e-06,7,54000,140
"NNB","0,1,0,2,4","BDDEEEE",1.92683665731473e-06,7,45000,105
"NNB","0,1,0,1,5","BDEEEEE",8.02848607214473e-07,7,37500,42
"NNB","0,1,0,0,6","BEEEEEE",3.34520253006032e-07,7,31250,7
"NNB","0,0,7,0,0","CCCCCCC",0.00045724737082762,7,78125,1
"NNB","0,0,6,1,0","CCCCCCD",0.000365797896662096,7,93750,7
"NNB","0,0,6,0,1","CCCCCCE",0.000152415790275873,7,78125,7
"NNB","0,0,5,2,0","CCCCCDD",0.000292638317329677,7,112500,21
"NNB","0,0,5,1,1","CCCCCDE",0.000121932632220699,7,93750,42
"NNB","0,0,5,0,2","CCCCCEE",5.0805263425291e-05,7,78125,21
"NNB","0,0,4,3,0","CCCCDDD",0.000234110653863741,7,135000,35
"NNB","0,0,4,2,1","CCCCDDE",9.75461057765586e-05,7,112500,105
"NNB","0,0,4,1,2","CCCCDEE",4.06442107402328e-05,7,93750,105
"NNB","0,0,4,0,3","CCCCEEE",1.69350878084303e-05,7,78125,35
"NNB","0,0,3,4,0","CCCDDDD",0.000187288523090993,7,162000,35
"NNB","0,0,3,3,1","CCCDDDE",7.80368846212469e-05,7,135000,140
"NNB","0,0,3,2,2","CCCDDEE",3.25153685921862e-05,7,112500,210
"NNB","0,0,3,1,3","CCCDEEE",1.35480702467442e-05,7,93750,140
"NNB","0,0,3,0,4","CCCEEEE",5.64502926947676e-06,7,78125,35
"NNB","0,0,2,5,0","CCDDDDD",0.000149830818472794,7,194400,21
"NNB","0,0,2,4,1","CCDDDDE",6.24295076969973e-05,7,162000,105
"NNB","0,0,2,3,2","CCDDDEE",2.60122948737489e-05,7,135000,210
"NNB","0,0,2,2,3","CCDDEEE",1.08384561973954e-05,7,112500,210
"NNB","0,0,2,1,4","CCDEEEE",4.5160234155814e-06,7,93750,105
"NNB","0,0,2,0,5","CCEEEEE",1.88167642315891e-06,7,78125,21
"NNB","0,0,1,6,0","CDDDDDD",0.000119864654778235,7,233280,7
"NNB","0,0,1,5,1","CDDDDDE",4.99436061575979e-05,7,194400,42
"NNB","0,0,1,4,2","CDDDDEE",2.08098358989991e-05,7,162000,105
"NNB","0,0,1,3,3","CDDDEEE",8.6707649579163e-06,7,135000,140
"NNB","0,0,1,2,4","CDDEEEE",3.61281873246513e-06,7,112500,105
"NNB","0,0,1,1,5","CDEEEEE",1.50534113852713e-06,7,93750,42
"NNB","0,0,1,0,6","CEEEEEE",6.27225474386308e-07,7,78125,7
"NNB","0,0,0,7,0","DDDDDDD",9.58917238225885e-05,7,279936,1
"NNB","0,0,0,6,1","DDDDDDE",3.99548849260786e-05,7,233280,7
"NNB","0,0,0,5,2","DDDDDEE",1.66478687191993e-05,7,194400,21
"NNB","0,0,0,4,3","DDDDEEE",6.93661196633307e-06,7,162000,35
"NNB","0,0,0,3,4","DDDEEEE",2.89025498597211e-06,7,135000,35
"NNB","0,0,0,2,5","DDEEEEE",1.20427291082171e-06,7,112500,21
"NNB","0,0,0,1,6","DEEEEEE",5.01780379509046e-07,7,93750,7
"NNB","0,0,0,0,7","EEEEEEE",2.09075158128769e-07,7,78125,1
"NNB","8,0,0,0,0","AAAAAAAA",2.32305731254188e-08,8,1,1
"NNB","7,1,0,0,0","AAAAAAAB",3.716891700067e-08,8,2,8
"NNB","7,0,1,0,0","AAAAAAAC",6.96917193762563e-08,8,5,8
"NNB","7,0,0,1,0","AAAAAAAD",5.57533755010051e-08,8,6,8
"NNB","7,0,0,0,1","AAAAAAAE",2.32305731254188e-08,8,5,8
"NNB","6,2,0,0,0","AAAAAABB",5.9470267201072e-08,8,4,28
"NNB","6,1,1,0,0","AAAAAABC",1.1150675100201e-07,8,10,56
"NNB","6,1,0,1,0","AAAAAABD",8.9205400801608e-08,8,12,56
"NNB","6,1,0,0,1","AAAAAABE",3.716891700067e-08,8,10,56
"NNB","6,0,2,0,0","AAAAAACC",2.09075158128769e-07,8,25,28
"NNB","6,0,1,1,0","AAAAAACD",1.67260126503015e-07,8,30,56
"NNB","6,0,1,0,1","AAAAAACE",6.96917193762563e-08,8,25,56
"NNB","6,0,0,2,0","AAAAAADD",1.33808101202412e-07,8,36,28
"NNB","6,0,0,1,1","AAAAAADE",5.5753375501005e-08,8,30,56
"NNB","6,0,0,0,2","AAAAAAEE",2.32305731254188e-08,8,25,28
"NNB","5,3,0,0,0","AAAAABBB",9.51524275217155e-08,8,8,56
"NNB","5,2,1,0,0","AAAAABBC",1.78410801603217e-07,8,20,168
"NNB","5,2,0,1,0","AAAAABBD",1.42728641282573e-07,8,24,168
"NNB","5,2,0,0,1","AAAAABBE",5.94702672010722e-08,8,20,168
"NNB","5,1,2,0,0","AAAAABCC",3.3452025300603e-07,8,50,168
"NNB","5,1,1,1,0","AAAAABCD",2.67616202404824e-07,8,60,336
"NNB","5,1,1,0,1","AAAAABCE",1.1150675100201e-07,8,50,336
"NNB","5,1,0,2,0","AAAAABDD",2.1409296192386e-07,8,72,168
"NNB","5,1,0,1,1","AAAAABDE",8.92054008016083e-08,8,60,336
"NNB","5,1,0,0,2","AAAAABEE",3.71689170006701e-08,8,50,168
"NNB","5,0,3,0,0","AAAAACCC",6.27225474386307e-07,8,125,56
"NNB","5,0,2,1,0","AAAAACCD",5.01780379509045e-07,8,150,168
"NNB","5,0,2,0,1","AAAAACCE",2.09075158128769e-07,8,125,168
"NNB","5,0,1,2,0","AAAAACDD",4.01424303607237e-07,8,180,168
"NNB","5,0,1,1,1","AAAAACDE",1.67260126503015e-07,8,150,336
"NNB","5,0,1,0,2","AAAAACEE",6.96917193762564e-08,8,125,168
"NNB","5,0,0,3,0","AAAAADDD",3.21139442885789e-07,8,216,56
"NNB","5,0,0,2,1","AAAAADDE",1.33808101202412e-07,8,180,168
"NNB","5,0,0,1,2","AAAAADEE",5.57533755010051e-08,8,150,168
"NNB","5,0,0,0,3","AAAAAEEE",2.32305731254188e-08,8,125,56
"NNB","4,4,0,0,0","AAAABBBB",1.52243884034745e-07,8,16,70
"NNB","4,3,1,0,0","AAAABBBC",2.85457282565147e-07,8,40,280
"NNB","4,3,0,1,0","AAAABBBD",2.28365826052117e-07,8,48,280
"NNB","4,3,0,0,1","AAAABBBE",9.51524275217155e-08,8,40,280
"NNB","4,2,2,0,0","AAAABBCC",5.3523240480965e-07,8,100,420
"NNB","4,2,1,1,0","AAAABBCD",4.2818592384772e-07,8,120,840
"NNB","4,2,1,0,1","AAAABBCE",1.78410801603217e-07,8,100,840
"NNB","4,2,0,2,0","AAAABBDD",3.42548739078176e-07,8,144,420
"NNB","4,2,0,1,1","AAAABBDE",1.42728641282573e-07,8,120,840
"NNB","4,2,0,0,2","AAAABBEE",5.94702672010722e-08,8,100,420
"NNB","4,1,3,0,0","AAAABCCC",1.00356075901809e-06,8,250,280
"NNB","4,1,2,1,0","AAAABCCD",8.02848607214474e-07,8,300,840
"NNB","4,1,2,0,1","AAAABCCE",3.34520253006031e-07,8,250,840
"NNB","4,1,1,2,0","AAAABCDD",6.42278885771579e-07,8,360,840
"NNB","4,1,1,1,1","AAAABCDE",2.67616202404824e-07,8,300,1680
"NNB","4,1,1,0,2","AAAABCEE",1.1150675100201e-07,8,250,840
"NNB","4,1,0,3,0","AAAABDDD",5.13823108617264e-07,8,432,280
"NNB","4,1,0,2,1","AAAABDDE",2.1409296192386e-07,8,360,840
"NNB","4,1,0,1,2","AAAABDEE",8.92054008016082e-08,8,300,840
"NNB","4,1,0,0,3","AAAABEEE",3.71689170006701e-08,8,250,280
"NNB","4,0,4,0,0","AAAACCCC",1.88167642315892e-06,8,625,70
"NNB","4,0,3,1,0","AAAACCCD",1.50534113852714e-06,8,750,280
"NNB","4,0,3,0,1","AAAACCCE",6.27225474386308e-07,8,625,280
"NNB","4,0,2,2,0","AAAACCDD",1.20427291082171e-06,8,900,420
"NNB","4,0,2,1,1","AAAACCDE",5.01780379509045e-07,8,750,840
"NNB","4,0,2,0,2","AAAACCEE",2.09075158128769e-07,8,625,420
"NNB","4,0,1,3,0","AAAACDDD",9.63418328657372e-07,8,1080,280
"NNB","4,0,1,2,1","AAAACDDE",4.01424303607239e-07,8,900,840
"NNB","4,0,1,1,2","AAAACDEE",1.67260126503015e-07,8,750,840
"NNB","4,0,1,0,3","AAAACEEE",6.96917193762565e-08,8,625,280
"NNB","4,0,0,4,0","AAAADDDD",7.70734662925896e-07,8,1296,70
"NNB","4,0,0,3,1","AAAADDDE",3.2113944288579e-07,8,1080,280
"NNB","4,0,0,2,2","AAAADDEE",1.33808101202412e-07,8,900,420
"NNB","4,0,0,1,3","AAAADEEE",5.57533755010052e-08,8,750,280
"NNB","4,0,0,0,4","AAAAEEEE",2.32305731254188e-08,8,625,70
"NNB","3,5,0,0,0","AAABBBBB",2.43590214455593e-07,8,32,56
"NNB","3,4,1,0,0","AAABBBBC",4.56731652104237e-07,8,80,280
"NNB","3,4,0,1,0","AAABBBBD",3.65385321683389e-07,8,96,280
"NNB","3,4,0,0,1","AAABBBBE",1.52243884034746e-07,8,80,280
"NNB","3,3,2,0,0","AAABBBCC",8.5637184769544e-07,8,200,560
"NNB","3,3,1,1,0","AAABBBCD",6.85097478156352e-07,8,240,1120
"NNB","3,3,1,0,1","AAABBBCE",2.85457282565147e-07,8,200,1120
"NNB","3,3,0,2,0","AAABBBDD",5.48077982525083e-07,8,288,560
"NNB","3,3,0,1,1","AAABBBDE",2.28365826052118e-07,8,240,1120
"NNB","3,3,0,0,2","AAABBBEE",9.51524275217156e-08,8,200,560
"NNB","3,2,3,0,0","AAABBCCC",1.60569721442896e-06,8,500,560
"NNB","3,2,2,1,0","AAABBCCD",1.28455777154317e-06,8,600,1680
"NNB","3,2,2,0,1","AAABBCCE",5.35232404809652e-07,8,500,1680
"NNB","3,2,1,2,0","AAABBCDD",1.02764621723453e-06,8,720,1680
"NNB","3,2,1,1,1","AAABBCDE",4.28185923847721e-07,8,600,3360
"NNB","3,2,1,0,2","AAABBCEE",1.78410801603218e-07,8,500,1680
"NNB","3,2,0,3,0","AAABBDDD",8.22116973787626e-07,8,864,560
"NNB","3,2,0,2,1","AAABBDDE",3.42548739078178e-07,8,720,1680
"NNB","3,2,0,1,2","AAABBDEE",1.42728641282574e-07,8,600,1680
"NNB","3,2,0,0,3","AAABBEEE",5.94702672010723e-08,8,500,560
"NNB","3,1,4,0,0","AAABCCCC",3.01068227705429e-06,8,1250,280
"NNB","3,1,3,1,0","AAABCCCD",2.40854582164343e-06,8,1500,1120
"NNB","3,1,3,0,1","AAABCCCE",1.0035607590181e-06,8,1250,1120
"NNB","3,1,2,2,0","AAABCCDD",1.92683665731474e-06,8,1800,1680
"NNB","3,1,2,1,1","AAABCCDE",8.02848607214476e-07,8,1500,3360
"NNB","3,1,2,0,2","AAABCCEE",3.34520253006032e-07,8,1250,1680
"NNB","3,1,1,3,0","AAABCDDD",1.5414693258518e-06,8,2160,1120
"NNB","3,1,1,2,1","AAABCDDE",6.42278885771582e-07,8,1800,3360
"NNB","3,1,1,1,2","AAABCDEE",2.67616202404825e-07,8,1500,3360
"NNB","3,1,1,0,3","AAABCEEE",1.11506751002011e-07,8,1250,1120
"NNB","3,1,0,4,0","AAABDDDD",1.23317546068144e-06,8,2592,280
"NNB","3,1,0,3,1","AAABDDDE",5.13823108617265e-07,8,2160,1120
"NNB","3,1,0,2,2","AAABDDEE",2.1409296192386e-07,8,1800,1680
"NNB","3,1,0,1,3","AAABDEEE",8.92054008016085e-08,8,1500,1120
"NNB","3,1,0,0,4","AAABEEEE",3.71689170006702e-08,8,1250,280
"NNB","3,0,5,0,0","AAACCCCC",5.64502926947676e-06,8,3125,56
"NNB","3,0,4,1,0","AAACCCCD",4.51602341558141e-06,8,3750,280
"NNB","3,0,4,0,1","AAACCCCE",1.88167642315892e-06,8,3125,280
"NNB","3,0,3,2,0","AAACCCDD",3.61281873246515e-06,8,4500,560
"NNB","3,0,3,1,1","AAACCCDE",1.50534113852714e-06,8,3750,1120
"NNB","3,0,3,0,2","AAACCCEE",6.27225474386309e-07,8,3125,560
"NNB","3,0,2,3,0","AAACCDDD",2.89025498597211e-06,8,5400,560
"NNB","3,0,2,2,1","AAACCDDE",1.20427291082171e-06,8,4500,1680
"NNB","3,0,2,1,2","AAACCDEE",5.01780379509047e-07,8,3750,1680
"NNB","3,0,2,0,3","AAACCEEE",2.09075158128769e-07,8,3125,560
"NNB","3,0,1,4,0","AAACDDDD",2.3122039887777e-06,8,6480,280
"NNB","3,0,1,3,1","AAACDDDE",9.63418328657374e-07,8,5400,1120
"NNB","3,0,1,2,2","AAACDDEE",4.0142430360724e-07,8,4500,1680
"NNB","3,0,1,1,3","AAACDEEE",1.67260126503015e-07,8,3750,1120
"NNB","3,0,1,0,4","AAACEEEE",6.96917193762567e-08,8,3125,280
"NNB","3,0,0,5,0","AAADDDDD",1.84976319102215e-06,8,7776,56
"NNB","3,0,0,4,1","AAADDDDE",7.70734662925896e-07,8,6480,280
"NNB","3,0,0,3,2","AAADDDEE",3.2113944288579e-07,8,5400,560
"NNB","3,0,0,2,3","AAADDEEE",1.33808101202412e-07,8,4500,560
"NNB","3,0,0,1,4","AAADEEEE",5.57533755010053e-08,8,3750,280
"NNB","3,0,0,0,5","AAAEEEEE",2.32305731254188e-08,8,3125,56
"NNB","2,6,0,0,0","AABBBBBB",3.89744343128946e-07,8,64,28
"NNB","2,5,1,0,0","AABBBBBC",7.30770643366773e-07,8,160,168
"NNB","2,5,0,1,0","AABBBBBD",5.84616514693419e-07,8,192,168
"NNB","2,5,0,0,1","AABBBBBE",2.43590214455591e-07,8,160,168
"NNB","2,4,2,0,0","AABBBBCC",1.3701949563127e-06,8,400,420
"NNB","2,4,1,1,0","AABBBBCD",1.09615596505016e-06,8,480,840
"NNB","2,4,1,0,1","AABBBBCE",4.56731652104233e-07,8,400,840
"NNB","2,4,0,2,0","AABBBBDD",8.76924772040128e-07,8,576,420
"NNB","2,4,0,1,1","AABBBBDE",3.65385321683387e-07,8,480,840
"NNB","2,4,0,0,2","AABBBBEE",1.52243884034744e-07,8,400,420
"NNB","2,3,3,0,0","AABBBCCC",2.56911554308632e-06,8,1000,560
"NNB","2,3,2,1,0","AABBBCCD",2.05529243446906e-06,8,1200,1680
"NNB","2,3,2,0,1","AABBBCCE",8.56371847695441e-07,8,1000,1680
"NNB","2,3,1,2,0","AABBBCDD",1.64423394757524e-06,8,1440,1680
"NNB","2,3,1,1,1","AABBBCDE",6.85097478156352e-07,8,1200,3360
"NNB","2,3,1,0,2","AABBBCEE",2.85457282565147e-07,8,1000,1680
"NNB","2,3,0,3,0","AABBBDDD",1.31538715806019e-06,8,1728,560
"NNB","2,3,0,2,1","AABBBDDE",5.48077982525081e-07,8,1440,1680
"NNB","2,3,0,1,2","AABBBDEE",2.28365826052118e-07,8,1200,1680
"NNB","2,3,0,0,3","AABBBEEE",9.51524275217156e-08,8,1000,560
"NNB","2,2,4,0,0","AABBCCCC",4.81709164328686e-06,8,2500,420
"NNB","2,2,3,1,0","AABBCCCD",3.85367331462949e-06,8,3000,1680
"NNB","2,2,3,0,1","AABBCCCE",1.60569721442896e-06,8,2500,1680
"NNB","2,2,2,2,0","AABBCCDD",3.0829386517036e-06,8,3600,2520
"NNB","2,2,2,1,1","AABBCCDE",1.28455777154317e-06,8,3000,5040
"NNB","2,2,2,0,2","AABBCCEE",5.35232404809651e-07,8,2500,2520
"NNB","2,2,1,3,0","AABBCDDD",2.46635092136287e-06,8,4320,1680
"NNB","2,2,1,2,1","AABBCDDE",1.02764621723453e-06,8,3600,5040
"NNB","2,2,1,1,2","AABBCDEE",4.2818592384772e-07,8,3000,5040
"NNB","2,2,1,0,3","AABBCEEE",1.78410801603218e-07,8,2500,1680
"NNB","2,2,0,4,0","AABBDDDD",1.9730807370903e-06,8,5184,420
